From	To	Species	Gene Name
ENSG00000155926	6503	Homo sapiens	Src like adaptor(SLA)
ENSG00000214706	7866	Homo sapiens	interferon related developmental regulator 2(IFRD2)
ENSG00000117643	57134	Homo sapiens	mannosidase alpha class 1C member 1(MAN1C1)
ENSG00000130640	10844	Homo sapiens	tubulin gamma complex associated protein 2(TUBGCP2)
ENSG00000165233	84270	Homo sapiens	caspase recruitment domain family member 19(CARD19)
ENSG00000117640	56181	Homo sapiens	mitochondrial fission regulator 1 like(MTFR1L)
ENSG00000143942	494143	Homo sapiens	ChaC glutathione specific gamma-glutamylcyclotransferase 2(CHAC2)
ENSG00000167895	147138	Homo sapiens	transmembrane channel like 8(TMC8)
ENSG00000166562	90701	Homo sapiens	SEC11 homolog C, signal peptidase complex subunit(SEC11C)
ENSG00000143947	6233	Homo sapiens	ribosomal protein S27a(RPS27A)
ENSG00000130638	25814	Homo sapiens	ataxin 10(ATXN10)
ENSG00000131969	145447	Homo sapiens	abhydrolase domain containing 12B(ABHD12B)
ENSG00000103005	79650	Homo sapiens	U6 snRNA biogenesis phosphodiesterase 1(USB1)
ENSG00000106991	2022	Homo sapiens	endoglin(ENG)
ENSG00000129657	6397	Homo sapiens	SEC14 like lipid binding 1(SEC14L1)
ENSG00000142611	63976	Homo sapiens	PR/SET domain 16(PRDM16)
ENSG00000129654	2302	Homo sapiens	forkhead box J1(FOXJ1)
ENSG00000106993	55664	Homo sapiens	cell division cycle 37 like 1, HSP90 cochaperone(CDC37L1)
ENSG00000106992	203	Homo sapiens	adenylate kinase 1(AK1)
ENSG00000166569	339302	Homo sapiens	complexin 4(CPLX4)
ENSG00000104331	54928	Homo sapiens	3'(2'), 5'-bisphosphate nucleotidase 2(BPNT2)
ENSG00000105662	23373	Homo sapiens	CREB regulated transcription coactivator 1(CRTC1)
ENSG00000165238	65268	Homo sapiens	WNK lysine deficient protein kinase 2(WNK2)
ENSG00000104365	3551	Homo sapiens	inhibitor of nuclear factor kappa B kinase subunit beta(IKBKB)
ENSG00000105696	25789	Homo sapiens	transmembrane protein 59 like(TMEM59L)
ENSG00000105697	57817	Homo sapiens	hepcidin antimicrobial peptide(HAMP)
ENSG00000105698	7392	Homo sapiens	upstream transcription factor 2, c-fos interacting(USF2)
ENSG00000180871	3579	Homo sapiens	C-X-C motif chemokine receptor 2(CXCR2)
ENSG00000104368	5327	Homo sapiens	plasminogen activator, tissue type(PLAT)
ENSG00000105699	51599	Homo sapiens	lipolysis stimulated lipoprotein receptor(LSR)
ENSG00000179886	84948	Homo sapiens	tigger transposable element derived 5(TIGD5)
ENSG00000131941	85415	Homo sapiens	rhophilin Rho GTPase binding protein 2(RHPN2)
ENSG00000177225	347862	Homo sapiens	glutamine amidotransferase class 1 domain containing 1(GATD1)
ENSG00000104369	56704	Homo sapiens	junctophilin 1(JPH1)
ENSG00000131944	91442	Homo sapiens	FA core complex associated protein 24(FAAP24)
ENSG00000131943	83636	Homo sapiens	chromosome 19 open reading frame 12(C19orf12)
ENSG00000003509	55471	Homo sapiens	NADH:ubiquinone oxidoreductase complex assembly factor 7(NDUFAF7)
ENSG00000004838	51364	Homo sapiens	zinc finger MYND-type containing 10(ZMYND10)
ENSG00000093183	9117	Homo sapiens	SEC22 homolog C, vesicle trafficking protein(SEC22C)
ENSG00000179889	23042	Homo sapiens	pyridoxal dependent decarboxylase domain containing 1(PDXDC1)
ENSG00000118971	894	Homo sapiens	cyclin D2(CCND2)
ENSG00000117676	6195	Homo sapiens	ribosomal protein S6 kinase A1(RPS6KA1)
ENSG00000118972	8074	Homo sapiens	fibroblast growth factor 23(FGF23)
ENSG00000273079	2904	Homo sapiens	glutamate ionotropic receptor NMDA type subunit 2B(GRIN2B)
ENSG00000165244	195828	Homo sapiens	zinc finger protein 367(ZNF367)
ENSG00000166575	65084	Homo sapiens	transmembrane protein 135(TMEM135)
ENSG00000165240	538	Homo sapiens	ATPase copper transporting alpha(ATP7A)
ENSG00000166573	2587	Homo sapiens	galanin receptor 1(GALR1)
ENSG00000155906	55005	Homo sapiens	required for meiotic nuclear division 1 homolog(RMND1)
ENSG00000010803	22955	Homo sapiens	Scm polycomb group protein homolog 1(SCMH1)
ENSG00000129625	7905	Homo sapiens	receptor accessory protein 5(REEP5)
ENSG00000104361	79815	Homo sapiens	NIPA like domain containing 2(NIPAL2)
ENSG00000103037	79918	Homo sapiens	SET domain containing 6, protein lysine methyltransferase(SETD6)
ENSG00000166579	81565	Homo sapiens	nudE neurodevelopment protein 1 like 1(NDEL1)
ENSG00000166578	115811	Homo sapiens	IQ motif containing D(IQCD)
ENSG00000103035	5713	Homo sapiens	proteasome 26S subunit, non-ATPase 7(PSMD7)
ENSG00000105695	4099	Homo sapiens	myelin associated glycoprotein(MAG)
ENSG00000103034	65009	Homo sapiens	NDRG family member 4(NDRG4)
ENSG00000131951	341883	Homo sapiens	leucine rich repeat containing 9(LRRC9)
ENSG00000103021	29070	Homo sapiens	coiled-coil domain containing 113(CCDC113)
ENSG00000104356	10940	Homo sapiens	POP1 homolog, ribonuclease P/MRP subunit(POP1)
ENSG00000178567	9852	Homo sapiens	EPM2A interacting protein 1(EPM2AIP1)
ENSG00000180881	84698	Homo sapiens	calcyphosine 2(CAPS2)
ENSG00000178562	940	Homo sapiens	CD28 molecule(CD28)
ENSG00000115008	3552	Homo sapiens	interleukin 1 alpha(IL1A)
ENSG00000155903	5922	Homo sapiens	RAS p21 protein activator 2(RASA2)
ENSG00000115009	6364	Homo sapiens	C-C motif chemokine ligand 20(CCL20)
ENSG00000116337	271	Homo sapiens	adenosine monophosphate deaminase 2(AMPD2)
ENSG00000178568	2066	Homo sapiens	erb-b2 receptor tyrosine kinase 4(ERBB4)
ENSG00000143919	79823	Homo sapiens	calmodulin-lysine N-methyltransferase(CAMKMT)
ENSG00000177238	493829	Homo sapiens	tripartite motif containing 72(TRIM72)
ENSG00000177239	11253	Homo sapiens	mannosidase alpha class 1B member 1(MAN1B1)
ENSG00000118985	22936	Homo sapiens	elongation factor for RNA polymerase II 2(ELL2)
ENSG00000143921	64241	Homo sapiens	ATP binding cassette subfamily G member 8(ABCG8)
ENSG00000166582	201161	Homo sapiens	centromere protein V(CENPV)
ENSG00000128309	4357	Homo sapiens	mercaptopyruvate sulfurtransferase(MPST)
ENSG00000143924	27436	Homo sapiens	EMAP like 4(EML4)
ENSG00000129636	81533	Homo sapiens	integrin alpha FG-GAP repeat containing 1(ITFG1)
ENSG00000180879	6748	Homo sapiens	signal sequence receptor subunit 4(SSR4)
ENSG00000010810	2534	Homo sapiens	FYN proto-oncogene, Src family tyrosine kinase(FYN)
ENSG00000165259	139324	Homo sapiens	highly divergent homeobox(HDX)
ENSG00000180878	160298	Homo sapiens	chromosome 11 open reading frame 42(C11orf42)
ENSG00000166589	1014	Homo sapiens	cadherin 16(CDH16)
ENSG00000103024	4832	Homo sapiens	NME/NM23 nucleoside diphosphate kinase 3(NME3)
ENSG00000103023	221191	Homo sapiens	serine protease 54(PRSS54)
ENSG00000180875	64388	Homo sapiens	gremlin 2, DAN family BMP antagonist(GREM2)
ENSG00000010818	3097	Homo sapiens	HIVEP zinc finger 2(HIVEP2)
ENSG00000180891	404093	Homo sapiens	CUE domain containing 1(CUEDC1)
ENSG00000178573	4094	Homo sapiens	MAF bZIP transcription factor(MAF)
ENSG00000177243	55894	Homo sapiens	defensin beta 103B(DEFB103B)
ENSG00000117616	57035	Homo sapiens	arginine and serine rich protein 1(RSRP1)
ENSG00000105639	3718	Homo sapiens	Janus kinase 3(JAK3)
ENSG00000117614	25949	Homo sapiens	SYF2 pre-mRNA splicing factor(SYF2)
ENSG00000189233	389643	Homo sapiens	nuclear GTPase, germinal center associated(NUGGC)
ENSG00000166596	146845	Homo sapiens	cilia and flagella associated protein 52(CFAP52)
ENSG00000166598	7184	Homo sapiens	heat shock protein 90 beta family member 1(HSP90B1)
ENSG00000274385	124904986	Homo sapiens	U6 spliceosomal RNA(LOC124904986)
ENSG00000166592	6236	Homo sapiens	RRAD, Ras related glycolysis inhibitor and calcium channel regulator(RRAD)
ENSG00000165264	4712	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B6(NDUFB6)
ENSG00000166595	51647	Homo sapiens	cytosolic iron-sulfur assembly component 2B(CIAO2B)
ENSG00000131914	79727	Homo sapiens	lin-28 homolog A(LIN28A)
ENSG00000004809	85413	Homo sapiens	solute carrier family 22 member 16(SLC22A16)
ENSG00000165269	364	Homo sapiens	aquaporin 7(AQP7)
ENSG00000178586	150681	Homo sapiens	olfactory receptor family 6 subfamily B member 3(OR6B3)
ENSG00000131931	55145	Homo sapiens	THAP domain containing 1(THAP1)
ENSG00000106952	944	Homo sapiens	TNF superfamily member 8(TNFSF8)
ENSG00000178585	56998	Homo sapiens	catenin beta interacting protein 1(CTNNBIP1)
ENSG00000274391	7179	Homo sapiens	transmembrane phosphatase with tensin homology(TPTE)
ENSG00000165271	65083	Homo sapiens	nucleolar protein 6(NOL6)
ENSG00000261052	6818	Homo sapiens	sulfotransferase family 1A member 3(SULT1A3)
ENSG00000117602	11123	Homo sapiens	RCAN family member 3(RCAN3)
ENSG00000117601	462	Homo sapiens	serpin family C member 1(SERPINC1)
ENSG00000117600	9890	Homo sapiens	phospholipid phosphatase related 4(PLPPR4)
ENSG00000118960	64342	Homo sapiens	HCLS1 binding protein 3(HS1BP3)
ENSG00000189221	4128	Homo sapiens	monoamine oxidase A(MAOA)
ENSG00000248099	3640	Homo sapiens	insulin like 3(INSL3)
ENSG00000248098	593	Homo sapiens	branched chain keto acid dehydrogenase E1 subunit alpha(BCKDHA)
ENSG00000118965	57539	Homo sapiens	WD repeat domain 35(WDR35)
ENSG00000165272	360	Homo sapiens	aquaporin 3 (Gill blood group)(AQP3)
ENSG00000165275	158234	Homo sapiens	tRNA methyltransferase 10B(TRMT10B)
ENSG00000189227	145853	Homo sapiens	chromosome 15 open reading frame 61(C15orf61)
ENSG00000104321	8989	Homo sapiens	transient receptor potential cation channel subfamily A member 1(TRPA1)
ENSG00000178597	768239	Homo sapiens	prosaposin like 1(PSAPL1)
ENSG00000105655	51477	Homo sapiens	inositol-3-phosphate synthase 1(ISYNA1)
ENSG00000104325	1666	Homo sapiens	2,4-dienoyl-CoA reductase 1(DECR1)
ENSG00000105656	8178	Homo sapiens	elongation factor for RNA polymerase II(ELL)
ENSG00000104327	793	Homo sapiens	calbindin 1(CALB1)
ENSG00000165280	7415	Homo sapiens	valosin containing protein(VCP)
ENSG00000165282	84720	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class O(PIGO)
ENSG00000117632	3925	Homo sapiens	stathmin 1(STMN1)
ENSG00000165288	254065	Homo sapiens	bromodomain and WD repeat domain containing 3(BRWD3)
ENSG00000165283	30968	Homo sapiens	stomatin like 2(STOML2)
ENSG00000105650	5143	Homo sapiens	phosphodiesterase 4C(PDE4C)
ENSG00000104320	4683	Homo sapiens	nibrin(NBN)
ENSG00000105641	6528	Homo sapiens	solute carrier family 5 member 5(SLC5A5)
ENSG00000105642	3780	Homo sapiens	potassium calcium-activated channel subfamily N member 1(KCNN1)
ENSG00000104312	8767	Homo sapiens	receptor interacting serine/threonine kinase 2(RIPK2)
ENSG00000105643	27106	Homo sapiens	arrestin domain containing 2(ARRDC2)
ENSG00000104313	2138	Homo sapiens	EYA transcriptional coactivator and phosphatase 1(EYA1)
ENSG00000106976	1759	Homo sapiens	dynamin 1(DNM1)
ENSG00000131910	8431	Homo sapiens	nuclear receptor subfamily 0 group B member 2(NR0B2)
ENSG00000105647	5296	Homo sapiens	phosphoinositide-3-kinase regulatory subunit 2(PIK3R2)
ENSG00000105649	5864	Homo sapiens	RAB3A, member RAS oncogene family(RAB3A)
ENSG00000117625	55758	Homo sapiens	REST corepressor 3(RCOR3)
ENSG00000117620	23443	Homo sapiens	solute carrier family 35 member A3(SLC35A3)
ENSG00000189241	7259	Homo sapiens	TSPY like 1(TSPYL1)
ENSG00000118946	27253	Homo sapiens	protocadherin 17(PCDH17)
ENSG00000177272	3738	Homo sapiens	potassium voltage-gated channel subfamily A member 3(KCNA3)
ENSG00000022840	9921	Homo sapiens	ring finger protein 10(RNF10)
ENSG00000106927	259	Homo sapiens	alpha-1-microglobulin/bikunin precursor(AMBP)
ENSG00000177283	8325	Homo sapiens	frizzled class receptor 8(FZD8)
ENSG00000058804	55706	Homo sapiens	NDC1 transmembrane nucleoporin(NDC1)
ENSG00000189266	55629	Homo sapiens	proline rich nuclear receptor coactivator 2(PNRC2)
ENSG00000251697	106480840	Homo sapiens	RN7SK pseudogene 24(RN7SKP24)
ENSG00000118922	11278	Homo sapiens	KLF transcription factor 12(KLF12)
ENSG00000177291	219770	Homo sapiens	gap junction protein delta 4(GJD4)
ENSG00000177294	162517	Homo sapiens	F-box protein 39(FBXO39)
ENSG00000251692	390667	Homo sapiens	pentraxin 4(PTX4)
ENSG00000105610	10661	Homo sapiens	KLF transcription factor 1(KLF1)
ENSG00000105612	1777	Homo sapiens	deoxyribonuclease 2, lysosomal(DNASE2)
ENSG00000105613	22983	Homo sapiens	microtubule associated serine/threonine kinase 1(MAST1)
ENSG00000106948	80709	Homo sapiens	AT-hook transcription factor(AKNA)
ENSG00000105617	79165	Homo sapiens	leukocyte receptor cluster member 1(LENG1)
ENSG00000105618	26121	Homo sapiens	pre-mRNA processing factor 31(PRPF31)
ENSG00000105619	29844	Homo sapiens	TCF3 fusion partner(TFPT)
ENSG00000189292	285016	Homo sapiens	ALK and LTK ligand 2(ALKAL2)
ENSG00000189299	139628	Homo sapiens	forkhead box R2(FOXR2)
ENSG00000189280	2709	Homo sapiens	gap junction protein beta 5(GJB5)
ENSG00000105607	2639	Homo sapiens	glutaryl-CoA dehydrogenase(GCDH)
ENSG00000105609	10990	Homo sapiens	leukocyte immunoglobulin like receptor B5(LILRB5)
ENSG00000189283	2272	Homo sapiens	fragile histidine triad diadenosine triphosphatase(FHIT)
ENSG00000118900	29855	Homo sapiens	ubinuclein 1(UBN1)
ENSG00000212297	106481440	Homo sapiens	RNA, U6 small nuclear 821, pseudogene(RNU6-821P)
ENSG00000212298	106481499	Homo sapiens	RNA, U6 small nuclear 1009, pseudogene(RNU6-1009P)
ENSG00000261221	100507290	Homo sapiens	zinc finger protein 865(ZNF865)
ENSG00000275877	110467523	Homo sapiens	RNA, 5.8S ribosomal pseudogene(LOC110467523)
ENSG00000212292	106480563	Homo sapiens	RNA, U6 small nuclear 239, pseudogene(RNU6-239P)
ENSG00000032219	5926	Homo sapiens	AT-rich interaction domain 4A(ARID4A)
ENSG00000212295	109617011	Homo sapiens	small nucleolar RNA, C/D box 28B(SNORD28B)
ENSG00000212296	619564	Homo sapiens	small nucleolar RNA, C/D box 72(SNORD72)
ENSG00000236279	154790	Homo sapiens	C-type lectin domain family 2 member L(CLEC2L)
ENSG00000188092	51463	Homo sapiens	G protein-coupled receptor 89B(GPR89B)
ENSG00000188095	145873	Homo sapiens	mesoderm posterior bHLH transcription factor 2(MESP2)
ENSG00000250565	90423	Homo sapiens	ATPase H+ transporting V1 subunit E2(ATP6V1E2)
ENSG00000249581	645104	Homo sapiens	clarin 2(CLRN2)
ENSG00000251892	100151681	Homo sapiens	RNA, U7 small nuclear 84 pseudogene(RNU7-84P)
ENSG00000212282	106481904	Homo sapiens	RNA, U6 small nuclear 578, pseudogene(RNU6-578P)
ENSG00000212283	692205	Homo sapiens	small nucleolar RNA, C/D box 89(SNORD89)
ENSG00000021574	6683	Homo sapiens	spastin(SPAST)
ENSG00000212278	124900199	Homo sapiens	small nucleolar RNA SNORD81(LOC124900199)
ENSG00000261247	653075	Homo sapiens	golgin A8 family member T(GOLGA8T)
ENSG00000274523	81554	Homo sapiens	RCC1 like(RCC1L)
ENSG00000261236	23246	Homo sapiens	BOP1 ribosomal biogenesis factor(BOP1)
ENSG00000274529	645832	Homo sapiens	SEBOX homeobox(SEBOX)
ENSG00000020256	55734	Homo sapiens	ZFP64 zinc finger protein(ZFP64)
ENSG00000213593	51075	Homo sapiens	thioredoxin related transmembrane protein 2(TMX2)
ENSG00000212260	106479887	Homo sapiens	RNA, U6 small nuclear 724, pseudogene(RNU6-724P)
ENSG00000238886	100113379	Homo sapiens	small nucleolar RNA, C/D box 121A(SNORD121A)
ENSG00000069535	4129	Homo sapiens	monoamine oxidase B(MAOB)
ENSG00000083838	55663	Homo sapiens	zinc finger protein 446(ZNF446)
ENSG00000275832	57636	Homo sapiens	Rho GTPase activating protein 23(ARHGAP23)
ENSG00000082512	7188	Homo sapiens	TNF receptor associated factor 5(TRAF5)
ENSG00000275835	114791	Homo sapiens	tubulin gamma complex associated protein 5(TUBGCP5)
ENSG00000251865	106481344	Homo sapiens	RNA, U6 small nuclear 518, pseudogene(RNU6-518P)
ENSG00000238882	106479712	Homo sapiens	RNA, U6 small nuclear 329, pseudogene(RNU6-329P)
ENSG00000046889	80243	Homo sapiens	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2(PREX2)
ENSG00000251851	106479908	Homo sapiens	RNA, U6 small nuclear 772, pseudogene(RNU6-772P)
ENSG00000071859	9130	Homo sapiens	family with sequence similarity 50 member A(FAM50A)
ENSG00000152093	653275	Homo sapiens	cripto, FRL-1, cryptic family 1B(CFC1B)
ENSG00000152092	460	Homo sapiens	astrotactin 1(ASTN1)
ENSG00000070526	55808	Homo sapiens	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1(ST6GALNAC1)
ENSG00000083812	25799	Homo sapiens	zinc finger protein 324(ZNF324)
ENSG00000251886	106479619	Homo sapiens	RNA, U6 small nuclear 120, pseudogene(RNU6-120P)
ENSG00000152082	80097	Homo sapiens	mitotic spindle organizing protein 2B(MZT2B)
ENSG00000058866	1608	Homo sapiens	diacylglycerol kinase gamma(DGKG)
ENSG00000251882	106479776	Homo sapiens	RNA, U6 small nuclear 475, pseudogene(RNU6-475P)
ENSG00000152076	91409	Homo sapiens	coiled-coil domain containing 74B(CCDC74B)
ENSG00000152078	148534	Homo sapiens	TLC domain containing 4(TLCD4)
ENSG00000140092	10516	Homo sapiens	fibulin 5(FBLN5)
ENSG00000140090	123041	Homo sapiens	solute carrier family 24 member 4(SLC24A4)
ENSG00000083807	10998	Homo sapiens	solute carrier family 27 member 5(SLC27A5)
ENSG00000251875	100873826	Homo sapiens	RNA, U5F small nuclear 2, pseudogene(RNU5F-2P)
ENSG00000140093	51156	Homo sapiens	serpin family A member 10(SERPINA10)
ENSG00000070501	5423	Homo sapiens	DNA polymerase beta(POLB)
ENSG00000251870	106481656	Homo sapiens	RNA, U2 small nuclear 69, pseudogene(RNU2-69P)
ENSG00000071894	29894	Homo sapiens	cleavage and polyadenylation specific factor 1(CPSF1)
ENSG00000214872	219537	Homo sapiens	smoothelin like 1(SMTNL1)
ENSG00000212215	106481467	Homo sapiens	RNA, U6 small nuclear 913, pseudogene(RNU6-913P)
ENSG00000152061	9910	Homo sapiens	RAB GTPase activating protein 1 like(RABGAP1L)
ENSG00000153395	79888	Homo sapiens	lysophosphatidylcholine acyltransferase 1(LPCAT1)
ENSG00000237515	729993	Homo sapiens	shisa family member 9(SHISA9)
ENSG00000201560	106479996	Homo sapiens	RNA, U6 small nuclear 973, pseudogene(RNU6-973P)
ENSG00000251819	107105253	Homo sapiens	RNA, U6 small nuclear 322, pseudogene(RNU6-322P)
ENSG00000200231	106478980	Homo sapiens	RNA, U1 small nuclear 23, pseudogene(RNU1-23P)
ENSG00000057593	2155	Homo sapiens	coagulation factor VII(F7)
ENSG00000082556	4986	Homo sapiens	opioid receptor kappa 1(OPRK1)
ENSG00000200237	124900430	Homo sapiens	small nucleolar RNA SNORA70(LOC124900430)
ENSG00000153391	125476	Homo sapiens	INO80 complex subunit C(INO80C)
ENSG00000139083	2120	Homo sapiens	ETS variant transcription factor 6(ETV6)
ENSG00000071889	60343	Homo sapiens	FAM3 metabolism regulating signaling molecule A(FAM3A)
ENSG00000237521	26648	Homo sapiens	olfactory receptor family 7 subfamily E member 24(OR7E24)
ENSG00000214860	645027	Homo sapiens	envoplakin like(EVPLL)
ENSG00000152056	130340	Homo sapiens	adaptor related protein complex 1 subunit sigma 3(AP1S3)
ENSG00000237524	101929926	Homo sapiens	testis expressed 51(TEX51)
ENSG00000213533	375346	Homo sapiens	STIM activating enhancer(STIMATE)
ENSG00000251804	106480131	Homo sapiens	RNA, U6 small nuclear 1294, pseudogene(RNU6-1294P)
ENSG00000251809	106479101	Homo sapiens	RN7SK pseudogene 14(RN7SKP14)
ENSG00000200220	106479646	Homo sapiens	RNA, U6 small nuclear 179, pseudogene(RNU6-179P)
ENSG00000251810	106480874	Homo sapiens	RN7SK pseudogene 132(RN7SKP132)
ENSG00000056277	55609	Homo sapiens	zinc finger protein 280C(ZNF280C)
ENSG00000201558	101954276	Homo sapiens	RNA, variant U1 small nuclear 6(RNVU1-6)
ENSG00000238862	100113381	Homo sapiens	small nucleolar RNA, C/D box 19B(SNORD19B)
ENSG00000127084	89846	Homo sapiens	FYVE, RhoGEF and PH domain containing 3(FGD3)
ENSG00000127083	4958	Homo sapiens	osteomodulin(OMD)
ENSG00000213523	10011	Homo sapiens	steroid receptor RNA activator 1(SRA1)
ENSG00000070540	55062	Homo sapiens	WD repeat domain, phosphoinositide interacting 1(WIPI1)
ENSG00000250506	1018	Homo sapiens	cyclin dependent kinase 3(CDK3)
ENSG00000127080	64768	Homo sapiens	inositol-pentakisphosphate 2-kinase(IPPK)
ENSG00000083857	2195	Homo sapiens	FAT atypical cadherin 1(FAT1)
ENSG00000251841	106480148	Homo sapiens	RNA, U6 small nuclear 1334, pseudogene(RNU6-1334P)
ENSG00000251842	106479890	Homo sapiens	RNA, U6 small nuclear 732, pseudogene(RNU6-732P)
ENSG00000140067	90050	Homo sapiens	family with sequence similarity 181 member A(FAM181A)
ENSG00000250510	27239	Homo sapiens	G protein-coupled receptor 162(GPR162)
ENSG00000225556	100191040	Homo sapiens	C2 calcium dependent domain containing 4D(C2CD4D)
ENSG00000201544	692157	Homo sapiens	small nucleolar RNA, H/ACA box 16B(SNORA16B)
ENSG00000141391	10650	Homo sapiens	PRELI domain containing 3A(PRELID3A)
ENSG00000200218	106479874	Homo sapiens	RNA, U6 small nuclear 697, pseudogene(RNU6-697P)
ENSG00000238875	106480898	Homo sapiens	RN7SK pseudogene 210(RN7SKP210)
ENSG00000082516	25929	Homo sapiens	gem nuclear organelle associated protein 5(GEMIN5)
ENSG00000082515	29093	Homo sapiens	mitochondrial ribosomal protein L22(MRPL22)
ENSG00000083845	6193	Homo sapiens	ribosomal protein S5(RPS5)
ENSG00000251831	106481531	Homo sapiens	RNA, U6 small nuclear 1114, pseudogene(RNU6-1114P)
ENSG00000141385	10939	Homo sapiens	AFG3 like matrix AAA peptidase subunit 2(AFG3L2)
ENSG00000141384	6875	Homo sapiens	TATA-box binding protein associated factor 4b(TAF4B)
ENSG00000200204	100873863	Homo sapiens	RNA, U1 small nuclear 22, pseudogene(RNU1-22P)
ENSG00000141380	6760	Homo sapiens	SS18 subunit of BAF chromatin remodeling complex(SS18)
ENSG00000201532	100873456	Homo sapiens	RNA, 5S ribosomal pseudogene 194(RNA5SP194)
ENSG00000166704	80095	Homo sapiens	zinc finger protein 606(ZNF606)
ENSG00000140057	122481	Homo sapiens	adenylate kinase 7(AK7)
ENSG00000166707	644353	Homo sapiens	zinc finger CCHC-type containing 18(ZCCHC18)
ENSG00000213588	221504	Homo sapiens	zinc finger and BTB domain containing 9(ZBTB9)
ENSG00000103091	79726	Homo sapiens	WD repeat domain 59(WDR59)
ENSG00000139044	283358	Homo sapiens	beta-1,4-N-acetyl-galactosaminyltransferase 3(B4GALNT3)
ENSG00000141376	54828	Homo sapiens	BCAS3 microtubule associated cell migration factor(BCAS3)
ENSG00000140044	122953	Homo sapiens	Jun dimerization protein 2(JDP2)
ENSG00000140043	145482	Homo sapiens	prostaglandin reductase 2(PTGR2)
ENSG00000115073	10120	Homo sapiens	actin related protein 1B(ACTR1B)
ENSG00000141371	124773	Homo sapiens	CHD1 helical C-terminal domain containing 1(CHCT1)
ENSG00000166716	9640	Homo sapiens	zinc finger protein 592(ZNF592)
ENSG00000166710	567	Homo sapiens	beta-2-microglobulin(B2M)
ENSG00000141378	51651	Homo sapiens	peptidyl-tRNA hydrolase 2(PTRH2)
ENSG00000212246	106479726	Homo sapiens	RNA, U6 small nuclear 360, pseudogene(RNU6-360P)
ENSG00000213578	594855	Homo sapiens	complexin 3(CPLX3)
ENSG00000127074	6003	Homo sapiens	regulator of G protein signaling 13(RGS13)
ENSG00000081248	779	Homo sapiens	calcium voltage-gated channel subunit alpha1 S(CACNA1S)
ENSG00000178700	200895	Homo sapiens	dihydrofolate reductase 2(DHFR2)
ENSG00000154678	5137	Homo sapiens	phosphodiesterase 1C(PDE1C)
ENSG00000153347	153643	Homo sapiens	family with sequence similarity 81 member B(FAM81B)
ENSG00000201591	106479610	Homo sapiens	RNA, U6 small nuclear 99, pseudogene(RNU6-99P)
ENSG00000139055	121506	Homo sapiens	endoplasmic reticulum protein 27(ERP27)
ENSG00000116396	3749	Homo sapiens	potassium voltage-gated channel subfamily C member 4(KCNC4)
ENSG00000142694	55194	Homo sapiens	eva-1 homolog B(EVA1B)
ENSG00000140030	8477	Homo sapiens	G protein-coupled receptor 65(GPR65)
ENSG00000139053	5149	Homo sapiens	phosphodiesterase 6H(PDE6H)
ENSG00000200267	100873770	Homo sapiens	RNA, U6 small nuclear 66, pseudogene(RNU6-66P)
ENSG00000212240	106480622	Homo sapiens	RNA, U6 small nuclear 930, pseudogene(RNU6-930P)
ENSG00000141367	1213	Homo sapiens	clathrin heavy chain(CLTC)
ENSG00000142698	84970	Homo sapiens	chromosome 1 open reading frame 94(C1orf94)
ENSG00000103089	79152	Homo sapiens	fatty acid 2-hydroxylase(FA2H)
ENSG00000212232	692086	Homo sapiens	small nucleolar RNA, C/D box 17(SNORD17)
ENSG00000130699	6874	Homo sapiens	TATA-box binding protein associated factor 4(TAF4)
ENSG00000213563	414919	Homo sapiens	chromosome 8 open reading frame 82(C8orf82)
ENSG00000081237	5788	Homo sapiens	protein tyrosine phosphatase receptor type C(PTPRC)
ENSG00000178718	54913	Homo sapiens	ribonuclease P and MRP subunit p25(RPP25)
ENSG00000153339	22878	Homo sapiens	trafficking protein particle complex subunit 8(TRAPPC8)
ENSG00000004799	5166	Homo sapiens	pyruvate dehydrogenase kinase 4(PDK4)
ENSG00000200250	106480071	Homo sapiens	RNA, U6 small nuclear 1147, pseudogene(RNU6-1147P)
ENSG00000130695	64793	Homo sapiens	centrosomal protein 85(CEP85)
ENSG00000140022	85439	Homo sapiens	stonin 2(STON2)
ENSG00000142684	51042	Homo sapiens	zinc finger protein 593(ZNF593)
ENSG00000200253	106481348	Homo sapiens	RNA, U6 small nuclear 529, pseudogene(RNU6-529P)
ENSG00000200257	106480551	Homo sapiens	RNA, U6 small nuclear 97, pseudogene(RNU6-97P)
ENSG00000093217	9942	Homo sapiens	xylulokinase(XYLB)
ENSG00000115091	10096	Homo sapiens	actin related protein 3(ACTR3)
ENSG00000165406	220972	Homo sapiens	membrane associated ring-CH-type finger 8(MARCHF8)
ENSG00000166736	3359	Homo sapiens	5-hydroxytryptamine receptor 3A(HTR3A)
ENSG00000142687	79932	Homo sapiens	KIAA0319 like(KIAA0319L)
ENSG00000166734	113201	Homo sapiens	golgi membrane protein 2(GOLM2)
ENSG00000140025	90141	Homo sapiens	EF-hand calcium binding domain 11(EFCAB11)
ENSG00000142686	127703	Homo sapiens	chromosome 1 open reading frame 216(C1orf216)
ENSG00000127054	54973	Homo sapiens	integrator complex subunit 11(INTS11)
