NCBI GeneID	Symbol	Description
169841	ZNF169	zinc finger protein 169
169966	TENT5D	terminal nucleotidyltransferase 5D
169981	SPIN3	spindlin family member 3
17	AAVS1	adeno-associated virus integration site 1
170082	TCEANC	transcription elongation factor A N-terminal and central domain containing
170261	ZCCHC12	zinc finger CCHC-type containing 12
170384	FUT11	fucosyltransferase 11
170392	OIT3	oncoprotein induced transcript 3
170394	PWWP2B	PWWP domain containing 2B
170425	LINC00858	long intergenic non-protein coding RNA 858
170463	SSBP4	single stranded DNA binding protein 4
170575	GIMAP1	GTPase, IMAP family member 1
170589	GPHA2	glycoprotein hormone subunit alpha 2
170591	S100Z	S100 calcium binding protein Z
170622	COMMD6	COMM domain containing 6
170626	XAGE3	X antigen family member 3
170680	PSORS1C2	psoriasis susceptibility 1 candidate 2
170685	NUDT10	nudix hydrolase 10
170712	COX7B2	cytochrome c oxidase subunit 7B2
170825	GSX2	GS homeobox 2
170850	KCNG3	potassium voltage-gated channel modifier subfamily G member 3
170949	DEFT1P	defensin theta 1, pseudogene
170959	ZNF431	zinc finger protein 431
171019	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19
171022	ABHD11-AS1	ABHD11 antisense RNA 1 (tail to tail)
171169	SPACA4	sperm acrosome associated 4
171177	RHOV	ras homolog family member V
171221	DNAJB1P1	DNAJB1 pseudogene 1
171392	ZNF675	zinc finger protein 675
1714	DGCR	DiGeorge syndrome chromosome region
171423	PDIA3P1	protein disulfide isomerase family A member 3 pseudogene 1
171425	CLYBL	citramalyl-CoA lyase
171482	FAM9A	family with sequence similarity 9 member A
171483	FAM9B	family with sequence similarity 9 member B
171484	FAM9C	family with sequence similarity 9 member C
171546	SPTSSA	serine palmitoyltransferase small subunit A
171558	PTCRA	pre T cell antigen receptor alpha
171568	POLR3H	RNA polymerase III subunit H
171586	ABHD3	abhydrolase domain containing 3, phospholipase
172	AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene
1762	DMWD	DM1 locus, WD repeat containing
1768	DNAH6	dynein axonemal heavy chain 6
1784	DNCM	DNA associated with cytoplasmic membrane
1797	DXO	decapping exoribonuclease
1802	DPH2	diphthamide biosynthesis 2
1818	DRD5P2	dopamine receptor D5 pseudogene 2
1821	DRP2	dystrophin related protein 2
1833	EPYC	epiphycan
1842	ECM2	extracellular matrix protein 2
1850	DUSP8	dual specificity phosphatase 8
191585	PLAC4	placenta enriched 4
192134	B3GNT6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6
192286	HIGD2A	HIG1 hypoxia inducible domain family member 2A
192666	KRT24	keratin 24
192668	CYS1	cystin 1
192683	SCAMP5	secretory carrier membrane protein 5
1953	MEGF6	multiple EGF like domains 6
1954	MEGF8	multiple EGF like domains 8
1955	MEGF9	multiple EGF like domains 9
195814	SDR16C5	short chain dehydrogenase/reductase family 16C member 5
195827	PRXL2C	peroxiredoxin like 2C
195828	ZNF367	zinc finger protein 367
196047	EMX2OS	EMX2 opposite strand/antisense RNA
196051	PLPP4	phospholipid phosphatase 4
196074	METTL15	methyltransferase like 15
196264	MPZL3	myelin protein zero like 3
196294	IMMP1L	inner mitochondrial membrane peptidase subunit 1
196374	KRT78	keratin 78
196383	RILPL2	Rab interacting lysosomal protein like 2
196403	DTX3	deltex E3 ubiquitin ligase 3
196410	TMT1B	thiol methyltransferase 1B
196441	ZFC3H1	zinc finger C3H1-type containing
196463	PLBD2	phospholipase B domain containing 2
196475	RMST	rhabdomyosarcoma 2 associated transcript
196483	EEF2KMT	eukaryotic elongation factor 2 lysine methyltransferase
196500	PIANP	PILR alpha associated neural protein
196541	METTL21C	methyltransferase 21C, AARS1 lysine
196740	VSTM4	V-set and transmembrane domain containing 4
196743	PAOX	polyamine oxidase
196883	ADCY4	adenylate cyclase 4
197021	LCTL	lactase like
197135	PATL2	PAT1 homolog 2
197257	LDHD	lactate dehydrogenase D
197258	FCSK	fucose kinase
197320	ZNF778	zinc finger protein 778
197335	WDR90	WD repeat domain 90
197342	EME2	essential meiotic structure-specific endonuclease subunit 2
197370	NSMCE1	NSE1 homolog, SMC5-SMC6 complex component
197407	ZNF48	zinc finger protein 48
199221	DZIP1L	DAZ interacting zinc finger protein 1 like
199223	TTC21A	tetratricopeptide repeat domain 21A
1995	ELAVL3	ELAV like RNA binding protein 3
199675	MCEMP1	mast cell expressed membrane protein 1
199692	ZNF627	zinc finger protein 627
199699	DAND5	DAN domain BMP antagonist family member 5
199720	GGN	gametogenetin
199745	THAP8	THAP domain containing 8
199746	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4
199786	NIBAN3	niban apoptosis regulator 3
199857	ALG14	ALG14 UDP-N-acetylglucosaminyltransferase subunit
199920	FYB2	FYN binding protein 2
200008	CDCP2	CUB domain containing protein 2
200014	CC2D1B	coiled-coil and C2 domain containing 1B
200030	NBPF11	NBPF member 11
200132	DYNLT5	dynein light chain Tctex-type family member 5
200150	PLD5	phospholipase D family member 5
200185	KRTCAP2	keratinocyte associated protein 2
200350	FOXD4L1	forkhead box D4 like 1
200373	CFAP221	cilia and flagella associated protein 221
200403	VWA3B	von Willebrand factor A domain containing 3B
200407	CREG2	cellular repressor of E1A stimulated genes 2
200523	TEX37	testis expressed 37
200539	ANKRD23	ankyrin repeat domain 23
200634	KRTCAP3	keratinocyte associated protein 3
200728	TMEM17	transmembrane protein 17
200765	TIGD1	tigger transposable element derived 1
200845	KCTD6	potassium channel tetramerization domain containing 6
200895	DHFR2	dihydrofolate reductase 2
200909	HTR3D	5-hydroxytryptamine receptor 3D
200916	RPL22L1	ribosomal protein L22 like 1
200942	KLHDC8B	kelch domain containing 8B
200959	GABRR3	gamma-aminobutyric acid type A receptor subunit rho3
201140	DHRS7C	dehydrogenase/reductase 7C
201161	CENPV	centromere protein V
201164	PLD6	phospholipase D family member 6
201176	ARHGAP27	Rho GTPase activating protein 27
201191	SAMD14	sterile alpha motif domain containing 14
201254	CENPX	centromere protein X
201255	LRRC45	leucine rich repeat containing 45
201266	SLC39A11	solute carrier family 39 member 11
201288	NOS2P2	nitric oxide synthase 2 pseudogene 2
201299	RDM1	RAD52 motif containing 1
201305	SPNS3	SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative)
201456	FBXO15	F-box protein 15
201475	RAB12	RAB12, member RAS oncogene family
2015	ADGRE1	adhesion G protein-coupled receptor E1
201516	ZSCAN4	zinc finger and SCAN domain containing 4
201562	HACD2	3-hydroxyacyl-CoA dehydratase 2
2016	EMX1	empty spiracles homeobox 1
201625	DNAH12	dynein axonemal heavy chain 12
201627	DENND6A	DENN domain containing 6A
201725	C4orf46	chromosome 4 open reading frame 46
201780	SLC10A4	solute carrier family 10 member 4
201799	TMEM154	transmembrane protein 154
201853	LINC00504	long intergenic non-protein coding RNA 504
201895	SMIM14	small integral membrane protein 14
201931	TMEM192	transmembrane protein 192
201965	RWDD4	RWD domain containing 4
202018	TAPT1	transmembrane anterior posterior transformation 1
202051	SPATA24	spermatogenesis associated 24
202052	DNAJC18	DnaJ heat shock protein family (Hsp40) member C18
202151	RANBP3L	RAN binding protein 3 like
202243	CCDC125	coiled-coil domain containing 125
202299	LINC01554	long intergenic non-protein coding RNA 1554
202374	STK32A	serine/threonine kinase 32A
202500	TCTE1	t-complex-associated-testis-expressed 1
202559	KHDRBS2	KH RNA binding domain containing, signal transduction associated 2
202915	TMEM184A	transmembrane protein 184A
203054	ADCK5	aarF domain containing kinase 5
203062	TSNARE1	t-SNARE domain containing 1
203069	R3HCC1	R3H domain and coiled-coil containing 1
203074	PRSS55	serine protease 55
203102	ADAM32	ADAM metallopeptidase domain 32
203190	LGI3	leucine rich repeat LGI family member 3
203197	TMEM268	transmembrane protein 268
203245	NAIF1	nuclear apoptosis inducing factor 1
203259	FAM219A	family with sequence similarity 219 member A
203286	ANKS6	ankyrin repeat and sterile alpha motif domain containing 6
203328	SUSD3	sushi domain containing 3
203427	SLC25A43	solute carrier family 25 member 43
203447	NRK	Nik related kinase
203523	ZNF449	zinc finger protein 449
203569	PAGE2	PAGE family member 2
203611	CDY2B	chromodomain Y-linked 2B
204010	RPSAP52	ribosomal protein SA pseudogene 52
204474	PDILT	protein disulfide isomerase like, testis expressed
204801	NLRP11	NLR family pyrin domain containing 11
204962	SLC44A5	solute carrier family 44 member 5
205251	MTLN	mitoregulin
205327	C2orf69	chromosome 2 open reading frame 69
205428	DIPK2A	divergent protein kinase domain 2A
205717	USF3	upstream transcription factor family member 3
205860	TRIML2	tripartite motif family like 2
207063	DHRSX	dehydrogenase/reductase X-linked
207107	SFTA1P	surfactant associated 1, lncRNA
2090	ESA4	esterase A4
2117	ETV3	ETS variant transcription factor 3
2123	EVI2A	ecotropic viral integration site 2A
2124	EVI2B	ecotropic viral integration site 2B
2128	EVX1	even-skipped homeobox 1
2134	EXTL1	exostosin like glycosyltransferase 1
2135	EXTL2	exostosin like glycosyltransferase 2
2156	F7R	coagulation factor VII regulator
219287	AMER2	APC membrane recruitment protein 2
219293	ATAD3C	ATPase family AAA domain containing 3C
219348	PLAC9	placenta associated 9
219409	GSX1	GS homeobox 1
219527	LRRC55	leucine rich repeat containing 55
219537	SMTNL1	smoothelin like 1
219539	YPEL4	yippee like 4
219578	ZNF804B	zinc finger protein 804B
219595	FOLH1B	folate hydrolase 1B (pseudogene)
2196	FAT2	FAT atypical cadherin 2
219621	CABCOCO1	ciliary associated calcium binding coiled-coil 1
219654	ZCCHC24	zinc finger CCHC-type containing 24
219670	ENKUR	enkurin, TRPC channel interacting protein
219681	ARMC3	armadillo repeat containing 3
219738	FAM241B	family with sequence similarity 241 member B
219743	TYSND1	trypsin like peroxisomal matrix peptidase 1
219749	ZNF25	zinc finger protein 25
219770	GJD4	gap junction protein delta 4
219793	TBATA	thymus, brain and testes associated
219844	HYLS1	HYLS1 centriolar and ciliogenesis associated
219854	TMEM218	transmembrane protein 218
219855	SLC37A2	solute carrier family 37 member 2
219899	TBCEL	tubulin folding cofactor E like
219927	MRPL21	mitochondrial ribosomal protein L21
219938	SPATA19	spermatogenesis associated 19
219970	GLYATL2	glycine-N-acyltransferase like 2
220002	CYB561A3	cytochrome b561 family member A3
220004	PPP1R32	protein phosphatase 1 regulatory subunit 32
220042	DDIAS	DNA damage induced apoptosis suppressor
220047	CCDC83	coiled-coil domain containing 83
220074	LRTOMT	leucine rich transmembrane and O-methyltransferase domain containing
220082	CBY2	chibby family member 2
220107	DLEU7	deleted in lymphocytic leukemia 7
220108	FAM124A	family with sequence similarity 124 member A
220136	CFAP53	cilia and flagella associated protein 53
220164	DOK6	docking protein 6
220359	TIGD3	tigger transposable element derived 3
220441	RNF152	ring finger protein 152
220717	RPLP0P6	ribosomal protein lateral stalk subunit P0 pseudogene 6
220929	ZNF438	zinc finger protein 438
220963	SLC16A9	solute carrier family 16 member 9
220965	FAM13C	family with sequence similarity 13 member C
221002	RASGEF1A	RasGEF domain family member 1A
221035	REEP3	receptor accessory protein 3
221044	UCMA	upper zone of growth plate and cartilage matrix associated
221061	FAM171A1	family with sequence similarity 171 member A1
221074	SLC39A12	solute carrier family 39 member 12
221078	NSUN6	NOP2/Sun RNA methyltransferase 6
221079	ARL5B	ADP ribosylation factor like GTPase 5B
221143	EEF1AKMT1	EEF1A lysine methyltransferase 1
221184	CPNE2	copine 2
221188	ADGRG5	adhesion G protein-coupled receptor G5
221223	CES5A	carboxylesterase 5A
221241	LINC00305	long intergenic non-protein coding RNA 305
221264	AK9	adenylate kinase 9
221294	NT5DC1	5'-nucleotidase domain containing 1
221301	CALHM4	calcium homeostasis modulator family member 4
221302	ZUP1	zinc finger containing ubiquitin peptidase 1
221322	TBC1D32	TBC1 domain family member 32
221357	GSTA5	glutathione S-transferase alpha 5
221393	ADGRF4	adhesion G protein-coupled receptor F4
221400	TDRD6	tudor domain containing 6
221409	SPATS1	spermatogenesis associated serine rich 1
221421	RSPH9	radial spoke head component 9
221443	OARD1	O-acyl-ADP-ribose deacylase 1
221468	TMEM217	transmembrane protein 217
221472	FGD2	FYVE, RhoGEF and PH domain containing 2
221476	PI16	peptidase inhibitor 16
221477	C6orf89	chromosome 6 open reading frame 89
221491	SMIM29	small integral membrane protein 29
221504	ZBTB9	zinc finger and BTB domain containing 9
221527	ZBTB12	zinc finger and BTB domain containing 12
221545	C6orf136	chromosome 6 open reading frame 136
221687	RNF182	ring finger protein 182
221711	SYCP2L	synaptonemal complex protein 2 like
221718	LINC00518	long intergenic non-protein coding RNA 518
221785	ZSCAN25	zinc finger and SCAN domain containing 25
221786	FAM200A	family with sequence similarity 200 member A
221823	PRPS1L1	phosphoribosyl pyrophosphate synthetase 1 like 1
221830	POLR1F	RNA polymerase I subunit F
221833	SP8	Sp8 transcription factor
221908	PPP1R35	protein phosphatase 1 regulatory subunit 35
221914	GPC2	glypican 2
221935	SDK1	sidekick cell adhesion molecule 1
221938	MMD2	monocyte to macrophage differentiation associated 2
221955	DAGLB	diacylglycerol lipase beta
221960	CCZ1B	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated
222	ALDH3B2	aldehyde dehydrogenase 3 family member B2
222008	VSTM2A	V-set and transmembrane domain containing 2A
222068	TMED4	transmembrane p24 trafficking protein 4
222166	MTURN	maturin, neural progenitor differentiation regulator homolog
222171	PRR15	proline rich 15
222194	RSBN1L	round spermatid basic protein 1 like
222223	ELAPOR2	endosome-lysosome associated apoptosis and autophagy regulator family member 2
222235	FBXL13	F-box and leucine rich repeat protein 13
222255	ATXN7L1	ataxin 7 like 1
222389	BEND7	BEN domain containing 7
222487	ADGRG3	adhesion G protein-coupled receptor G3
222537	HS3ST5	heparan sulfate-glucosamine 3-sulfotransferase 5
222553	SLC35F1	solute carrier family 35 member F1
222584	FAM83B	family with sequence similarity 83 member B
222611	ADGRF2	adhesion G protein-coupled receptor F2
222642	TSPO2	translocator protein 2
222643	UNC5CL	unc-5 family C-terminal like
222658	KCTD20	potassium channel tetramerization domain containing 20
222698	NKAPL	NFKB activating protein like
222865	TMEM130	transmembrane protein 130
222894	FERD3L	Fer3 like bHLH transcription factor
222950	NYAP1	neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1
223075	ITPRID1	ITPR interacting domain containing 1
223082	ZNRF2	zinc and ring finger 2
22796	COG2	component of oligomeric golgi complex 2
22797	TFEC	transcription factor EC
22798	LAMB4	laminin subunit beta 4
22823	MTF2	metal response element binding transcription factor 2
22826	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8
22828	SCAF8	SR-related CTD associated factor 8
22832	CEP162	centrosomal protein 162
22835	ZFP30	ZFP30 zinc finger protein
22838	RNF44	ring finger protein 44
22844	FRMPD1	FERM and PDZ domain containing 1
22845	DOLK	dolichol kinase
22847	ZNF507	zinc finger protein 507
22850	ADNP2	ADNP homeobox 2
22862	FNDC3A	fibronectin type III domain containing 3A
22864	R3HDM2	R3H domain containing 2
22865	SLITRK3	SLIT and NTRK like family member 3
22869	ZNF510	zinc finger protein 510
22873	DZIP1	DAZ interacting zinc finger protein 1
22874	PLEKHA6	pleckstrin homology domain containing A6
22875	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4
22876	INPP5F	inositol polyphosphate-5-phosphatase F
22878	TRAPPC8	trafficking protein particle complex subunit 8
22879	MON1B	MON1 homolog B, secretory trafficking associated
22884	WDR37	WD repeat domain 37
22885	ABLIM3	actin binding LIM protein family member 3
22887	FOXJ3	forkhead box J3
22888	UBOX5	U-box domain containing 5
22889	KHDC4	KH domain containing 4, pre-mRNA splicing factor
22890	ZBTB1	zinc finger and BTB domain containing 1
22898	DENND3	DENN domain containing 3
22899	ARHGEF15	Rho guanine nucleotide exchange factor 15
22902	RUFY3	RUN and FYVE domain containing 3
22903	BTBD3	BTB domain containing 3
22904	SBNO2	strawberry notch homolog 2
22911	WDR47	WD repeat domain 47
22928	SEPHS2	selenophosphate synthetase 2
22929	SEPHS1	selenophosphate synthetase 1
22932	POMZP3	POM121 and ZP3 fusion
22952	CYP2G1P	cytochrome P450 family 2 subfamily G member 1, pseudogene
22955	SCMH1	Scm polycomb group protein homolog 1
22977	AKR7A3	aldo-keto reductase family 7 member A3
22979	EFR3B	EFR3 homolog B
22982	DIP2C	disco interacting protein 2 homolog C
22989	MYH15	myosin heavy chain 15
22990	PCNX1	pecanex 1
22993	HMGXB3	HMG-box containing 3
22996	TTC39A	tetratricopeptide repeat domain 39A
22997	IGSF9B	immunoglobulin superfamily member 9B
23005	MAPKBP1	mitogen-activated protein kinase binding protein 1
23007	PLCH1	phospholipase C eta 1
23008	KLHDC10	kelch domain containing 10
23014	FBXO21	F-box protein 21
23015	GOLGA8A	golgin A8 family member A
23023	TMCC1	transmembrane and coiled-coil domain family 1
23026	MYO16	myosin XVI
23031	MAST3	microtubule associated serine/threonine kinase 3
23033	DOP1A	DOP1 leucine zipper like protein A
23034	SAMD4A	sterile alpha motif domain containing 4A
23036	ZNF292	zinc finger protein 292
23038	WDTC1	WD and tetratricopeptide repeats 1
23051	ZHX3	zinc fingers and homeoboxes 3
23052	ENDOD1	endonuclease domain containing 1
23053	ZSWIM8	zinc finger SWIM-type containing 8
23059	CLUAP1	clusterin associated protein 1
2306	FOXD2	forkhead box D2
23060	ZNF609	zinc finger protein 609
23061	TBC1D9B	TBC1 domain family member 9B
2307	FOXS1	forkhead box S1
23074	BLTP3B	bridge-like lipid transfer protein family member 3B
23080	AVL9	AVL9 cell migration associated
23087	TRIM35	tripartite motif containing 35
23099	ZBTB43	zinc finger and BTB domain containing 43
23101	MCF2L2	MCF.2 cell line derived transforming sequence-like 2
23102	TBC1D2B	TBC1 domain family member 2B
23105	FSTL4	follistatin like 4
23108	RAP1GAP2	RAP1 GTPase activating protein 2
23109	DDN	dendrin
23116	TOGARAM1	TOG array regulator of axonemal microtubules 1
23117	NPIPB3	nuclear pore complex interacting protein family member B3
23119	HIC2	HIC ZBTB transcriptional repressor 2
23120	ATP10B	ATPase phospholipid transporting 10B (putative)
23125	CAMTA2	calmodulin binding transcription activator 2
23127	COLGALT2	collagen beta(1-O)galactosyltransferase 2
23132	RAD54L2	RAD54 like 2
23138	N4BP3	NEDD4 binding protein 3
23140	ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1
23142	DCUN1D4	defective in cullin neddylation 1 domain containing 4
23144	ZC3H3	zinc finger CCCH-type containing 3
23145	SSPOP	SCO-spondin, pseudogene
23148	NACAD	NAC alpha domain containing
23149	FCHO1	FCH and mu domain containing endocytic adaptor 1
23150	FRMD4B	FERM domain containing 4B
23151	GRAMD4	GRAM domain containing 4
23158	TBC1D9	TBC1 domain family member 9
23161	SNX13	sorting nexin 13
23167	EFR3A	EFR3 homolog A
23169	SLC35D1	solute carrier family 35 member D1
23174	ZCCHC14	zinc finger CCHC-type containing 14
23179	RGL1	ral guanine nucleotide dissociation stimulator like 1
23180	RFTN1	raftlin, lipid raft linker 1
23190	UBXN4	UBX domain protein 4
23200	ATP11B	ATPase phospholipid transporting 11B (putative)
23205	ACSBG1	acyl-CoA synthetase bubblegum family member 1
23217	ZFR2	zinc finger RNA binding protein 2
23220	DTX4	deltex E3 ubiquitin ligase 4
23228	PLCL2	phospholipase C like 2
23231	SEL1L3	SEL1L family member 3
23240	TMEM131L	transmembrane 131 like
23247	KATNIP	katanin interacting protein
23251	MINAR1	membrane integral NOTCH2 associated receptor 1
23252	OTUD3	OTU deubiquitinase 3
23253	ANKRD12	ankyrin repeat domain 12
23254	KAZN	kazrin, periplakin interacting protein
23258	DENND5A	DENN domain containing 5A
23264	ZC3H7B	zinc finger CCCH-type containing 7B
23270	TSPYL4	TSPY like 4
23275	POFUT2	protein O-fucosyltransferase 2
23276	KLHL18	kelch like family member 18
23277	CLUH	clustered mitochondria homolog
23281	MTUS2	microtubule associated scaffold protein 2
23288	IQCE	IQ motif containing E
2329	FMO4	flavin containing dimethylaniline monoxygenase 4
23306	NEMP1	nuclear envelope integral membrane protein 1
23313	KIAA0930	KIAA0930
23329	TBC1D30	TBC1 domain family member 30
23331	TTC28	tetratricopeptide repeat domain 28
23333	DPY19L1	dpy-19 like C-mannosyltransferase 1
23335	WDR7	WD repeat domain 7
23338	JADE2	jade family PHD finger 2
23341	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16
23349	PHF24	PHD finger protein 24
23351	KHNYN	KH and NYN domain containing
23354	HAUS5	HAUS augmin like complex subunit 5
23355	VPS8	VPS8 subunit of CORVET complex
23357	ANGEL1	angel homolog 1
23359	ENTREP2	endosomal transmembrane epsin interactor 2
23361	ZNF629	zinc finger protein 629
23362	PSD3	pleckstrin and Sec7 domain containing 3
23379	ICE1	interactor of little elongation complex ELL subunit 1
23382	AHCYL2	adenosylhomocysteinase like 2
23383	MAU2	MAU2 sister chromatid cohesion factor
23386	NUDCD3	NudC domain containing 3
23398	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1
23399	CTDNEP1	CTD nuclear envelope phosphatase 1
23401	FRAT2	FRAT regulator of WNT signaling pathway 2
23403	FBXO46	F-box protein 46
23412	COMMD3	COMM domain containing 3
23415	KCNH4	potassium voltage-gated channel subfamily H member 4
23416	KCNH3	potassium voltage-gated channel subfamily H member 3
23423	TMED3	transmembrane p24 trafficking protein 3
23430	TPSD1	tryptase delta 1
23434	LINC01565	long intergenic non-protein coding RNA 1565
23439	ATP1B4	ATPase Na+/K+ transporting family member beta 4
23440	OTP	orthopedia homeobox
23460	ABCA6	ATP binding cassette subfamily A member 6
23464	GCAT	glycine C-acetyltransferase
23467	NPTXR	neuronal pentraxin receptor
23473	CAPN7	calpain 7
23483	TGDS	TDP-glucose 4,6-dehydratase
23484	LEPROTL1	leptin receptor overlapping transcript like 1
23491	CES3	carboxylesterase 3
23500	DAAM2	dishevelled associated activator of morphogenesis 2
23504	RIMBP2	RIMS binding protein 2
23505	TMEM131	transmembrane protein 131
23506	BICRAL	BICRA like chromatin remodeling complex associated protein
23507	LRRC8B	leucine rich repeat containing 8 VRAC subunit B
23508	TTC9	tetratricopeptide repeat domain 9
23510	KCTD2	potassium channel tetramerization domain containing 2
23514	SPIDR	scaffold protein involved in DNA repair
23518	R3HDM1	R3H domain containing 1
23519	ANP32D	acidic nuclear phosphoprotein 32 family member D
23531	MMD	monocyte to macrophage differentiation associated
23536	ADAT1	adenosine deaminase tRNA specific 1
23539	SLC16A8	solute carrier family 16 member 8
23546	SYNGR4	synaptogyrin 4
23548	TTC33	tetratricopeptide repeat domain 33
23550	PSD4	pleckstrin and Sec7 domain containing 4
23553	HYAL4	hyaluronidase 4
23559	WBP1	WW domain binding protein 1
23563	CHST5	carbohydrate sulfotransferase 5
23580	CDC42EP4	CDC42 effector protein 4
23584	VSIG2	V-set and immunoglobulin domain containing 2
23585	TMEM50A	transmembrane protein 50A
23587	ELP5	elongator acetyltransferase complex subunit 5
23588	KLHDC2	kelch domain containing 2
23597	ACOT9	acyl-CoA thioesterase 9
23612	PHLDA3	pleckstrin homology like domain family A member 3
23615	PYY2	peptide YY 2 (pseudogene)
23616	SH3BP1	SH3 domain binding protein 1
23617	TSSK2	testis specific serine kinase 2
23623	RUSC1	RUN and SH3 domain containing 1
23625	FAM89B	family with sequence similarity 89 member B
23632	CA14	carbonic anhydrase 14
23637	RABGAP1	RAB GTPase activating protein 1
23658	LSM5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated
23660	ZKSCAN5	zinc finger with KRAB and SCAN domains 5
23666	UBBP4	ubiquitin B pseudogene 4
2367	FRA1H	fragile site, 5-azacytidine type, common, fra(1)(q42)
23729	SHPK	sedoheptulokinase
23731	TMEM245	transmembrane protein 245
23732	FRRS1L	ferric chelate reductase 1 like
23767	FLRT3	fibronectin leucine rich transmembrane protein 3
23769	FLRT1	fibronectin leucine rich transmembrane protein 1
23784	POTEH	POTE ankyrin domain family member H
2405	FRA6E	fragile site, aphidicolin type, common, fra(6)(q26)
24139	EML2	EMAP like 2
24141	LAMP5	lysosomal associated membrane protein family member 5
24142	NAA80	N-alpha-acetyltransferase 80, NatH catalytic subunit
24147	FJX1	four-jointed box kinase 1
24149	ZNF318	zinc finger protein 318
24150	TP53TG3	TP53 target 3
245802	MS4A6E	membrane spanning 4-domains A6E
245806	VGLL2	vestigial like family member 2
245812	CNPY4	canopy FGF signaling regulator 4
245908	DEFB105A	defensin beta 105A
245909	DEFB106A	defensin beta 106A
245910	DEFB107A	defensin beta 107A
245928	DEFB114	defensin beta 114
245932	DEFB119	defensin beta 119
245934	DEFB121	defensin beta 121
245936	DEFB123	defensin beta 123
245939	DEFB128	defensin beta 128
245972	ATP6V0D2	ATPase H+ transporting V0 subunit d2
245973	ATP6V1C2	ATPase H+ transporting V1 subunit C2
246126	TXLNGY	taxilin gamma pseudogene, Y-linked
246176	GAS2L2	growth arrest specific 2 like 2
246181	AKR7L	aldo-keto reductase family 7 like (gene/pseudogene)
246269	AFG1L	AFG1 like ATPase
246721	POLR2J2	RNA polymerase II subunit J2
246777	SPESP1	sperm equatorial segment protein 1
2498	FTH1P3	ferritin heavy chain 1 pseudogene 3
252884	ZNF396	zinc finger protein 396
253012	HEPACAM2	HEPACAM family member 2
253017	TECRL	trans-2,3-enoyl-CoA reductase like
253143	PRR14L	proline rich 14 like
253152	EPHX4	epoxide hydrolase 4
253175	CDY1B	chromodomain Y-linked 1B
253190	SERHL2	serine hydrolase like 2
253512	SLC25A30	solute carrier family 25 member 30
253558	LCLAT1	lysocardiolipin acyltransferase 1
253635	GPATCH11	G-patch domain containing 11
253650	ANKRD18A	ankyrin repeat domain 18A
253714	MMS22L	MMS22 like, DNA repair protein
253769	WDR27	WD repeat domain 27
253832	ZDHHC20	zinc finger DHHC-type palmitoyltransferase 20
253935	ANGPTL5	angiopoietin like 5
253962	CACNA1G-AS1	CACNA1G antisense RNA 1
253970	SFTA3	surfactant associated 3
254013	ETFBKMT	electron transfer flavoprotein subunit beta lysine methyltransferase
254042	METAP1D	methionyl aminopeptidase type 1D, mitochondrial
254048	UBN2	ubinuclein 2
254065	BRWD3	bromodomain and WD repeat domain containing 3
2541	G6PR	glucose-6-phosphatase regulator
254102	EHBP1L1	EH domain binding protein 1 like 1
254122	SNX32	sorting nexin 32
254158	CXorf58	chromosome X open reading frame 58
254170	FBXO33	F-box protein 33
254173	TTLL10	tubulin tyrosine ligase like 10
254225	RNF169	ring finger protein 169
254228	CALHM5	calcium homeostasis modulator family member 5
254240	BPIFC	BPI fold containing family C
254251	LCORL	ligand dependent nuclear receptor corepressor like
254263	CNIH2	cornichon family AMPA receptor auxiliary protein 2
254268	AKNAD1	AKNA domain containing 1
254295	PHYHD1	phytanoyl-CoA dioxygenase domain containing 1
254427	PROSER2	proline and serine rich 2
254528	MEIOB	meiosis specific with OB-fold
254531	LPCAT4	lysophosphatidylcholine acyltransferase 4
254552	NUDT8	nudix hydrolase 8
254773	LYG2	lysozyme g2
254778	VXN	vexin
254827	NAALADL2	N-acetylated alpha-linked acidic dipeptidase like 2
254863	TMEM256	transmembrane protein 256
254887	ZDHHC23	zinc finger DHHC-type palmitoyltransferase 23
254958	REXO1L1P	REXO1 like 1, pseudogene
255027	MPV17L	MPV17 mitochondrial inner membrane protein like
255043	TMEM86B	transmembrane protein 86B
255057	CBARP	CACN subunit beta associated regulatory protein
255101	CFAP65	cilia and flagella associated protein 65
255119	CFAP299	cilia and flagella associated protein 299
255167	LINC01018	long intergenic non-protein coding RNA 1018
255189	PLA2G4F	phospholipase A2 group IVF
255220	TXNDC8	thioredoxin domain containing 8
255252	LRRC57	leucine rich repeat containing 57
255275	MYADML2	myeloid associated differentiation marker like 2
255313	CT47A11	cancer/testis antigen family 47 member A11
255374	MBLAC1	metallo-beta-lactamase domain containing 1
255394	TCP11L2	t-complex 11 like 2
